This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"KINW","WINSLOW (AUT",-110.7208,35.0281,1505,"ASOS","KINW"
"KIOW","IOWA CITY",-91.5431,41.6328,203,"ASOS","KIOW"
"KIPJ","LINCOLNTON",-81.1614,35.4831,267,"ASOS","KIPJ"
"KIPL","IMPERIAL",-115.5786,32.8342,-17,"ASOS","KIPL"
"KIPT","WILLIAMSPORT",-76.9217,41.2433,161,"ASOS","KIPT"
"KIRK","KIRKSVILLE R",-92.5433,40.0972,294,"ASOS","KIRK"
"KIRS","STURGIS/KIRS",-85.4392,41.8128,282,"ASOS","KIRS"
"KISN","WILLISTON/SL",-103.6367,48.1739,604,"ASOS","KISN"
"KISO","KINSTON/STAL",-77.6200,35.3300,29,"ASOS","KISO"
"KISP","ISLIP/MACART",-73.1017,40.7939,30,"ASOS","KISP"
"KISQ","MANISTIQUE",-86.1719,45.9747,209,"ASOS","KISQ"
"KISW","WISCONSIN RA",-89.8369,44.3592,311,"ASOS","KISW"
"KITH","ITHACA/TOMPK",-76.4500,42.4800,335,"ASOS","KITH"
"KITR","BURLINGTON",-102.2828,39.2422,1285,"ASOS","KITR"
"KIWA","WILLIAMS AFB",-111.6500,33.3200,422,"ASOS","KIWA"
"KIWD","IRONWOOD (AW",-90.1300,46.5300,375,"ASOS","KIWD"
"KIWI","WISCASSET",-69.7117,43.9636,20,"ASOS","KIWI"
"KIXD","JOHNSON CO.",-94.8869,38.8244,331,"ASOS","KIXD"
"KIZG","FRYEBERG",-70.9503,43.9892,137,"ASOS","KIZG"
"KJAC","JACKSON HOLE",-110.7300,43.6000,1964,"ASOS","KJAC"
"KJAN","JACKSON/THOM",-90.0775,32.3197,105,"ASOS","KJAN"
"KJAS","JASPER COUNT",-94.0347,30.8856,65,"ASOS","KJAS"
"KJAX","JACKSONVILLE",-81.6933,30.4944,9,"ASOS","KJAX"
"KJBR","JONESBORO MU",-90.6431,35.8372,79,"ASOS","KJBR"
"KJCT","JUNCTION (AM",-99.7664,30.5108,527,"ASOS","KJCT"
"KJDD","WOOD COUNTY",-95.4964,32.7422,132,"ASOS","KJDD"
"KJDN","JORDAN (RAMO",-106.9475,47.3258,811,"ASOS","KJDN"
"KJEF","JEFFERSON CI",-92.1558,38.5944,167,"ASOS","KJEF"
"KJER","JEROME COUNT",-114.4572,42.7267,1234,"ASOS","KJER"
"KJFK","NEW YORK/JF",-73.7622,40.6386,3,"ASOS","KJFK"
"KJGG","WILLIAMSBURG",-76.7161,37.2392,15,"ASOS","KJGG"
"KJHW","JAMESTOWN (A",-79.2700,42.1500,525,"ASOS","KJHW"
"KJKA","JACK EDWARDS",-87.6717,30.2906,5,"ASOS","KJKA"
"KJKJ","MOORHEAD MUN",-96.6631,46.8392,280,"ASOS","KJKJ"
"KJKL","JACKSON/J. C",-83.3144,37.5914,421,"ASOS","KJKL"
"KJLN","JOPLIN REGIO",-94.5006,37.1561,299,"ASOS","KJLN"
"KJMR","MORA",-93.2717,45.8861,309,"ASOS","KJMR"
"KJMS","JAMESTOWN MU",-98.6783,46.9297,457,"ASOS","KJMS"
"KJNX","SMITHFIELD",-78.3903,35.5408,50,"ASOS","KJNX"
"KJOT","JOLIET PARK",-88.1753,41.5181,177,"ASOS","KJOT"
"KJQF","CONCORD RGNL",-80.7097,35.3853,210,"ASOS","KJQF"
"KJSO","CHEROKEE COU",-95.2175,31.8694,206,"ASOS","KJSO"
"KJST","JOHNSTOWN/CA",-78.8339,40.3161,696,"ASOS","KJST"
"KJSV","SALLISAW MUN",-94.8028,35.4381,161,"ASOS","KJSV"
"KJVL","JANESVILLE/R",-89.0300,42.6200,246,"ASOS","KJVL"
"KJWY","MID-WAY REGI",-96.9125,32.4561,217,"ASOS","KJWY"
"KJXI","FOX STEPHENS",-94.9489,32.6989,126,"ASOS","KJXI"
"KJXN","JACKSON/REYN",-84.4594,42.2597,305,"ASOS","KJXN"
"KJYG","ST. JAMES",-94.5581,43.9864,325,"ASOS","KJYG"
"KJYL","PLANTATION A",-81.5964,32.6456,57,"ASOS","KJYL"
"KJYM","HILLSDALE",-84.5858,41.9214,360,"ASOS","KJYM"
"KJYO","LEESBURG/GOD",-77.5700,39.0800,119,"ASOS","KJYO"
"KJYR","YORK MUNICIP",-97.6228,40.8967,509,"ASOS","KJYR"
"KKLS","KELSO-LONGVE",-122.9000,46.1200,5,"ASOS","KKLS"
"KLAA","LAMAR",-102.6867,38.0725,1128,"ASOS","KLAA"
"KLAF","LAFAYETTE/PU",-86.9475,40.4125,184,"ASOS","KLAF"
"KLAM","LOS ALAMOS",-106.2800,35.8800,2179,"ASOS","KLAM"
"KLAN","LANSING/CAPI",-84.5789,42.7803,262,"ASOS","KLAN"
"KLAR","LARAMIE/GEN.",-105.6750,41.3119,2218,"ASOS","KLAR"
"KLAS","LAS VEGAS/MC",-115.1553,36.0789,663,"ASOS","KLAS"
"KLAW","LAWTON MUNIC",-98.4167,34.5575,338,"ASOS","KLAW"
"KLAX","LOS ANGELES",-118.3889,33.9381,38,"ASOS","KLAX"
"KLBB","LUBBOCK INTL",-101.8214,33.6675,1000,"ASOS","KLBB"
"KLBF","N. PLATTE/LE",-100.6683,41.1219,846,"ASOS","KLBF"
"KLBL","LIBERAL MUNI",-100.9700,37.0500,879,"ASOS","KLBL"
"KLBR","CLARKSVILLE-",-95.0636,33.5931,134,"ASOS","KLBR"
"KLBT","LUMBERTON MU",-79.0600,34.6072,38,"ASOS","KLBT"
"KLBX","ANGLETON/LAK",-95.4631,29.1153,7,"ASOS","KLBX"
"KLCG","WAYNE MUNICI",-96.9814,42.2419,436,"ASOS","KLCG"
"KLCH","LAKE CHARLES",-93.2233,30.1261,5,"ASOS","KLCH"
"KLCI","LACONIA MUNI",-71.4200,43.5700,166,"ASOS","KLCI"
"KLCK","RICKENBACKER",-82.9300,39.8200,227,"ASOS","KLCK"
"KLDM","LUDINGTON/MA",-86.4100,43.9600,197,"ASOS","KLDM"
"KLEB","LEBANON MUNI",-72.3058,43.6272,182,"ASOS","KLEB"
"KLEW","AUBURN-LEWIS",-70.2800,44.0500,88,"ASOS","KLEW"
"KLEX","LEXINGTON/BL",-84.6058,38.0408,298,"ASOS","KLEX"
"KLFI","LANGLEY AFB/",-76.3700,37.0800,3,"ASOS","KLFI"
"KLFK","LUFKIN/ANGEL",-94.7500,31.2339,90,"ASOS","KLFK"
"KLFT","LAFAYETTE RE",-91.9931,30.2022,12,"ASOS","KLFT"
"KLGA","NEW YORK/LA",-73.8800,40.7792,6,"ASOS","KLGA"
"KLGB","LONG BEACH A",-118.1464,33.8117,17,"ASOS","KLGB"
"KLGC","LA_GRANGE",-85.0725,33.0089,211,"ASOS","KLGC"
"KLGD","LA GRANDE (A",-118.0000,45.2800,827,"ASOS","KLGD"
"KLGU","LOGAN-CACHE",-111.8539,41.7828,1357,"ASOS","KLGU"
"KLHB","HEARNE MUNIC",-96.6222,30.8719,87,"ASOS","KLHB"
"KLHQ","LANCASTER",-82.6633,39.7572,264,"ASOS","KLHQ"
"KLHW","FT STEWART/W",-81.5700,31.8800,14,"ASOS","KLHW"
"KLHX","LA JUNTA MUN",-103.5122,38.0494,1288,"ASOS","KLHX"
"KLIC","LIMON MUNICI",-103.6667,39.2733,1635,"ASOS","KLIC"
"KLIT","LITTLE ROCK/",-92.2361,34.7267,79,"ASOS","KLIT"
"KLIZ","LORING AIR F",-67.8833,46.9500,227,"ASOS","KLIZ"
"KLJF","LITCHFIELD",-94.5072,45.0972,348,"ASOS","KLJF"
"KLKV","LAKEVIEW (AW",-120.4000,42.1700,1441,"ASOS","KLKV"
"KLLJ","CHALLIS (AMO",-114.2150,44.5228,1546,"ASOS","KLLJ"
"KLMT","KLAMATH FALL",-121.7242,42.1469,1247,"ASOS","KLMT"
"KLNC","LANCASTER AI",-96.7192,32.5792,153,"ASOS","KLNC"
"KLND","LANDER/HUNT",-108.7281,42.8147,1703,"ASOS","KLND"
"KLNK","LINCOLN MUNI",-96.7644,40.8311,370,"ASOS","KLNK"
"KLNL","KINGS LAND O",-89.2119,46.1539,519,"ASOS","KLNL"
"KLNP","WISE/LONESOM",-82.5300,36.9800,817,"ASOS","KLNP"
"KLNR","LONE ROCK RE",-90.1814,43.2119,219,"ASOS","KLNR"
"KLNS","LANCASTER",-76.2944,40.1203,123,"ASOS","KLNS"
"KLOL","LOVELOCK/DER",-118.5653,40.0664,1190,"ASOS","KLOL"
"KLOM","PHILADELPHIA",-75.2650,40.1375,92,"ASOS","KLOM"
"KLOT","CHICAGO NEXR",-88.0942,41.6083,205,"ASOS","KLOT"
"KLOU","LOUISVILLE/B",-85.6636,38.2278,166,"ASOS","KLOU"
"KLOZ","LONDON-CORBI",-84.0686,37.0894,369,"ASOS","KLOZ"
"KLPC","LOMPOC (AWOS",-120.4700,34.6700,27,"ASOS","KLPC"
"KLPR","ELYRIA/LORAI",-82.1794,41.3461,242,"ASOS","KLPR"
"KLRD","LAREDO INTL",-99.4700,27.5500,155,"ASOS","KLRD"
"KLRF","LITTLE ROCK",-92.1500,34.9200,95,"ASOS","KLRF"
"KLRJ","LE MARS",-96.1936,42.7781,365,"ASOS","KLRJ"
"KLRU","LAS CRUCES I",-106.9219,32.2894,1358,"ASOS","KLRU"
"KLSE","LA CROSSE MU",-91.2567,43.8794,199,"ASOS","KLSE"
"KLSF","FORT BENNING",-85.0000,32.3300,71,"ASOS","KLSF"
"KLSV","NELLIS AFB",-115.0300,36.2300,570,"ASOS","KLSV"
"KLTS","ALTUS AFB",-99.2700,34.6700,420,"ASOS","KLTS"
"KLUD","DECATUR MUNI",-97.5806,33.2547,319,"ASOS","KLUD"
"KLUF","LUKE AFB/PHO",-112.3800,33.5300,332,"ASOS","KLUF"
"KLUK","CINCINNATI/L",-84.4158,39.1058,147,"ASOS","KLUK"
"KLUM","MENOMONIE MU",-91.8678,44.8922,273,"ASOS","KLUM"
"KLVJ","HOUSTON (CLO",-95.2417,29.5189,13,"ASOS","KLVJ"
"KLVK","LIVERMORE MU",-121.8144,37.6928,121,"ASOS","KLVK"
"KLVM","LIVINGSTON/M",-110.4483,45.6994,1419,"ASOS","KLVM"
"KLVN","MINNEAPOLIS",-93.2281,44.6278,293,"ASOS","KLVN"
"KLVS","LAS VEGAS MU",-105.1425,35.6542,2096,"ASOS","KLVS"
"KLWA","SOUTH HAVEN",-86.2561,42.3508,203,"ASOS","KLWA"
"KLWB","LEWISBURG/GR",-80.4000,37.8700,702,"ASOS","KLWB"
"KLWC","LAWRENCE MUN",-95.2117,39.0083,253,"ASOS","KLWC"
"KLWD","LAMONI (WAS",-93.9008,40.6306,344,"ASOS","KLWD"
"KLWM","LAWRENCE MUN",-71.1258,42.7131,45,"ASOS","KLWM"
"KLWS","LEWISTON (AM",-117.0144,46.3747,438,"ASOS","KLWS"
"KLWT","LEWISTOWN MU",-109.4664,47.0492,1270,"ASOS","KLWT"
"KLWV","LAWRENCEVILL",-87.5989,38.7606,131,"ASOS","KLWV"
"KLXL","LITTLE FALLS",-94.3500,45.9500,342,"ASOS","KLXL"
"KLXN","LEXINGTON",-99.7772,40.7911,736,"ASOS","KLXN"
"KLXT","LEE'S SUMMIT",-94.3717,38.9597,306,"ASOS","KLXT"
"KLXV","LEADVILLE/LA",-106.3161,39.2281,3026,"ASOS","KLXV"
"KLYH","LYNCHBURG/P.",-79.2067,37.3208,285,"ASOS","KLYH"
"KLYV","QUENTIN AANE",-96.2158,43.6211,436,"ASOS","KLYV"
"KM19","NEWPORT MUNI",-91.1764,35.6378,73,"ASOS","KM19"
"KM30","METROPOLIS M",-88.7506,37.1858,117,"ASOS","KM30"
"KMAE","MADERA MUNIC",-120.1125,36.9864,77,"ASOS","KMAE"
"KMAF","MIDLAND REGI",-102.2086,31.9478,875,"ASOS","KMAF"
"KMAI","MARIANA",-85.1836,30.8367,34,"ASOS","KMAI"
"KMBG","MOBRIDGE",-100.4086,45.5500,522,"ASOS","KMBG"
"KMBL","MANISTEE (AW",-86.2500,44.2700,189,"ASOS","KMBL"
"KMBS","SAGINAW/TRI",-84.0806,43.5367,203,"ASOS","KMBS"
"KMCB","MCCOMB/LEWIS",-90.4719,31.1783,126,"ASOS","KMCB"
"KMCC","MCCLELLAN AF",-121.4000,38.6700,23,"ASOS","KMCC"
"KMCD","MACKINAC ISL",-84.6372,45.8650,226,"ASOS","KMCD"
"KMCE","MERCED/MACRE",-120.5078,37.2831,47,"ASOS","KMCE"
"KMCF","MACDILL AFB/",-82.5200,27.8500,4,"ASOS","KMCF"
"KMCI","KANSAS CITY",-94.7306,39.2972,312,"ASOS","KMCI"
"KMCK","MCCOOK MUNIC",-100.5883,40.2031,786,"ASOS","KMCK"
"KMCN","MACON/LEWIS",-83.6544,32.6878,107,"ASOS","KMCN"
"KMCO","ORLANDO JETP",-81.3250,28.4172,29,"ASOS","KMCO"
"KMCW","MASON CITY M",-93.3314,43.1578,370,"ASOS","KMCW"
"KMDD","MIDLAND AIRP",-102.1011,32.0364,854,"ASOS","KMDD"
"KMDH","CARBONDALE/M",-89.2450,37.7831,125,"ASOS","KMDH"
"KMDQ","HUNTSVILLE/M",-86.5572,34.8614,230,"ASOS","KMDQ"
"KMDT","MIDDLETOWN/O",-76.7633,40.1936,95,"ASOS","KMDT"
"KMDW","CHICAGO/MIDW",-87.7553,41.7842,188,"ASOS","KMDW"
"KMDZ","MEDFORD",-90.3033,45.1011,448,"ASOS","KMDZ"
"KMEB","LAURINBURG-M",-79.3681,34.7914,67,"ASOS","KMEB"
"KMEH","MEACHAM (AMO",-118.4247,45.5114,1135,"ASOS","KMEH"
"KMEI","MERIDIAN/KEY",-88.7478,32.3381,90,"ASOS","KMEI"
"KMEM","MEMPHIS INTL",-89.9850,35.0611,101,"ASOS","KMEM"
"KMER","MERCED / CAS",-120.5667,37.3667,57,"ASOS","KMER"
"KMEZ","MENA INTERMO",-94.2028,34.5456,329,"ASOS","KMEZ"
"KMFD","MANSFIELD/LA",-82.5178,40.8203,395,"ASOS","KMFD"
"KMFE","MCALLEN/MILL",-98.2444,26.1797,32,"ASOS","KMFE"
"KMFI","MARSHFIELD",-90.1875,44.6381,389,"ASOS","KMFI"
"KMFR","MEDFORD/JACK",-122.8722,42.3811,405,"ASOS","KMFR"
"KMFV","MELFA/ACCOMA",-75.7700,37.6500,15,"ASOS","KMFV"
"KMGE","DOBBINS AFB/",-84.5200,33.9200,326,"ASOS","KMGE"
"KMGG","MAPLE LAKE",-93.9856,45.2361,313,"ASOS","KMGG"
"KMGJ","ORANGE COUNT",-74.2650,41.5092,111,"ASOS","KMGJ"
"KMGM","MONTGOMERY/D",-86.4061,32.3003,67,"ASOS","KMGM"
"KMGN","HARBOR SPRIN",-84.9133,45.4256,209,"ASOS","KMGN"
"KMGW","MORGANTOWN/H",-79.9211,39.6494,380,"ASOS","KMGW"
"KMGY","DAYTON-WRIGH",-84.2264,39.5936,293,"ASOS","KMGY"
"KMHE","MITCHELL (AW",-98.0300,43.7700,397,"ASOS","KMHE"
"KMHK","MANHATTAN MU",-96.6778,39.1353,321,"ASOS","KMHK"
"KMHR","MATHER FIELD",-121.3000,38.5500,29,"ASOS","KMHR"
"KMHS","MOUNT SHASTA",-122.3161,41.3158,1077,"ASOS","KMHS"
"KMHT","MANCHESTER A",-71.4358,42.9292,71,"ASOS","KMHT"
"KMIA","MIAMI INTL A",-80.3164,25.7906,3,"ASOS","KMIA"
"KMIB","MINOT AFB",-101.3500,48.4200,508,"ASOS","KMIB"
"KMIC","MINNEAPOLIS/",-93.3508,45.0625,264,"ASOS","KMIC"
"KMIE","MUNCIE/JOHNS",-85.3936,40.2342,285,"ASOS","KMIE"
"KMIV","MILLVILLE MU",-75.0783,39.3661,26,"ASOS","KMIV"
"KMIW","MARSHALLTOWN",-92.9161,42.1106,296,"ASOS","KMIW"
"KMJQ","JACKSON MUNI",-94.9800,43.6500,441,"ASOS","KMJQ"
"KMKC","KANSAS CITY",-94.5969,39.1208,231,"ASOS","KMKC"
"KMKE","MILWAUKEE/MI",-87.9044,42.9550,220,"ASOS","KMKE"
"KMKG","MUSKEGON",-86.2367,43.1711,191,"ASOS","KMKG"
"KMKL","JACKSON/MCKE",-88.9167,35.5931,132,"ASOS","KMKL"
"KMKN","COMANCHE COU",-98.6003,31.9169,423,"ASOS","KMKN"
"KMKO","MUSKOGEE/DAV",-95.3597,35.6569,185,"ASOS","KMKO"
"KMKT","MANKATO(AWOS",-93.9200,44.2200,311,"ASOS","KMKT"
"KMLB","MELBOURNE RE",-80.6458,28.1028,10,"ASOS","KMLB"
"KMLC","MC ALESTER R",-95.7831,34.8822,234,"ASOS","KMLC"
"KMLE","MILLARD AIRP",-96.1122,41.1961,320,"ASOS","KMLE"
"KMLF","MILFORD MUNI",-113.0097,38.4225,1536,"ASOS","KMLF"
"KMLI","MOLINE/QUAD",-90.5147,41.4514,179,"ASOS","KMLI"
"KMLJ","BALDWIN COUN",-83.2408,33.1542,117,"ASOS","KMLJ"
"KMLP","MULLAN PASS",-115.6697,47.4542,1829,"ASOS","KMLP"
"KMLS","MILES CITY",-105.8864,46.4281,801,"ASOS","KMLS"
"KMLT","MILLINOCKET",-68.6919,45.6478,124,"ASOS","KMLT"
"KMLU","MONROE REGIO",-92.0314,32.5117,24,"ASOS","KMLU"
"KMMH","MAMMOTH/JUNE",-118.8300,37.6200,2173,"ASOS","KMMH"
"KMMK","MERIDEN MARK",-72.8278,41.5097,31,"ASOS","KMMK"
"KMML","MARSHALL/RYA",-95.8200,44.4500,359,"ASOS","KMML"
"KMMO","MARSEILLES (",-88.6800,41.3700,225,"ASOS","KMMO"
"KMMT","MCENTIRE ANG",-80.8000,33.9200,77,"ASOS","KMMT"
"KMMV","MCMINNVILLE",-123.1322,45.1961,48,"ASOS","KMMV"
"KMNH","MONUMENT/ELB",-104.6339,39.2167,2152,"ASOS","KMNH"
"KMNM","MENOMINEE (A",-87.6300,45.1300,191,"ASOS","KMNM"
"KMNN","MARION",-83.0683,40.6167,303,"ASOS","KMNN"
"KMOB","MOBILE/BATES",-88.2456,30.6883,66,"ASOS","KMOB"
"KMOD","MODESTO CITY",-120.9506,37.6242,29,"ASOS","KMOD"
"KMOP","MOUNT PLEASA",-84.7400,43.6200,230,"ASOS","KMOP"
"KMOT","MINOT INTL A",-101.2803,48.2594,523,"ASOS","KMOT"
"KMOX","MORRIS MUNI",-95.9700,45.5700,344,"ASOS","KMOX"
"KMPO","MT POCONO",-75.3961,41.1389,584,"ASOS","KMPO"
"KMPV","BARRE-MONTPE",-72.5661,44.2047,355,"ASOS","KMPV"
"KMPZ","MOUNT PLEASA",-91.5111,40.9467,224,"ASOS","KMPZ"
"KMQB","MACOMB",-90.6525,40.5203,216,"ASOS","KMQB"
"KMQE","EAST MILTON/",-71.1147,42.2122,192,"ASOS","KMQE"
"KMQI","MANTEO/DARE",-75.7000,35.9200,4,"ASOS","KMQI"
"KMQT","MARQUETTE CO",-87.5500,46.5300,434,"ASOS","KMQT"
"KMQY","SMYRNA",-86.5200,36.0200,166,"ASOS","KMQY"
"KMRB","MARTINSBURG",-77.9844,39.4019,170,"ASOS","KMRB"
"KMRF","MARFA MUNI (",-104.0200,30.3700,1481,"ASOS","KMRF"
"KMRH","BEAUFORT/SMI",-76.6606,34.7336,3,"ASOS","KMRH"
"KMRJ","MINERAL POIN",-90.2319,42.8853,359,"ASOS","KMRJ"
"KMRN","MORGANTON-LE",-81.6108,35.8214,387,"ASOS","KMRN"
"KMRY","MONTEREY",-121.8667,36.5833,-9999,"ASOS","KMRY"
"KMSL","MUSCLE SHOAL",-87.5994,34.7439,167,"ASOS","KMSL"
"KMSN","MADISON/DANE",-89.3453,43.1406,262,"ASOS","KMSN"
"KMSO","MISSOULA/BEL",-114.0925,46.9208,975,"ASOS","KMSO"
"KMSP","MINNEAPOLIS-",-93.2289,44.8831,256,"ASOS","KMSP"
"KMSS","MASSENA/RICH",-74.8456,44.9358,66,"ASOS","KMSS"
"KMSV","MONTICELLO(A",-74.8000,41.7000,428,"ASOS","KMSV"
"KMSY","NEW ORLEANS/",-90.2508,29.9928,1,"ASOS","KMSY"
"KMTC","SELFRIDGE AN",-82.8300,42.6200,177,"ASOS","KMTC"
"KMTH","MARATHON AIR",-81.0478,24.7258,2,"ASOS","KMTH"
"KMTJ","MONTROSE CO.",-107.8975,38.5050,1755,"ASOS","KMTJ"
"KMTO","MATTOON/CHAR",-88.2792,39.4781,220,"ASOS","KMTO"
"KMTP","MONTAUK AIRP",-71.9233,41.0731,2,"ASOS","KMTP"
"KMTV","MARTINSVILLE",-80.0200,36.6300,287,"ASOS","KMTV"
"KMTW","MANITOWAC MU",-87.6800,44.1300,198,"ASOS","KMTW"
"KMUO","MOUNTAIN HOM",-115.8700,43.0500,913,"ASOS","KMUO"
"KMUT","MUSCATINE",-91.1500,41.3700,167,"ASOS","KMUT"
"KMVE","MONTEVIDEO(A",-95.7200,44.9700,315,"ASOS","KMVE"
"KMVL","MORRISVILLE",-72.6161,44.5361,223,"ASOS","KMVL"
"KMVN","MOUNT VERNON",-88.8700,38.3200,146,"ASOS","KMVN"
"KMVY","MARTHAS VINE",-70.6167,41.3922,20,"ASOS","KMVY"
"KMWA","MARION REGIO",-89.0011,37.7503,144,"ASOS","KMWA"
"KMWC","MILWAUKEE/TI",-88.0300,43.1200,227,"ASOS","KMWC"
"KMWH","MOSES LAKE/G",-119.3133,47.1931,361,"ASOS","KMWH"
"KMWK","MOUNT AIRY/S",-80.5531,36.4597,380,"ASOS","KMWK"
"KMWL","MINERAL WELL",-98.0603,32.7817,297,"ASOS","KMWL"
"KMWM","WINDOM MUNI",-95.1094,43.9133,430,"ASOS","KMWM"
"KMWN","MOUNT WASHIN",-71.3000,44.2700,1910,"ASOS","KMWN"
"KMWO","HOOK FIELD M",-84.3953,39.5311,198,"ASOS","KMWO"
"KMWT","MOUNT IDA",-93.5800,34.5500,241,"ASOS","KMWT"
"KMXF","MAXWELL AFB/",-86.3700,32.3800,51,"ASOS","KMXF"
"KMXO","MONTICELLO M",-91.1700,42.2300,259,"ASOS","KMXO"
"KMYF","SAN DIEGO/MO",-117.1364,32.8144,128,"ASOS","KMYF"
"KMYL","MC CALL",-116.0994,44.8833,1530,"ASOS","KMYL"
"KMYP","MONARCH PASS",-106.3169,38.4844,3667,"ASOS","KMYP"
"KMYR","MYRTLE BEACH",-78.9300,33.6800,8,"ASOS","KMYR"
"KMYV","MARYSVILLE/Y",-121.5697,39.0978,19,"ASOS","KMYV"
"KMZH","MOOSE_LAKE",-92.8000,46.4200,328,"ASOS","KMZH"
"KN60","GARRISON (AM",-101.4394,47.6458,582,"ASOS","KN60"
"KNAK","ANNAPOLIS",-76.4833,38.9914,2,"ASOS","KNAK"
"KNBC","BEAUFORT MCA",-80.7031,32.4936,11,"ASOS","KNBC"
"KNBE","DALLAS NAS/H",-96.9700,32.7300,150,"ASOS","KNBE"
"KNBG","NEW ORLEANS",-90.0244,29.8372,0,"ASOS","KNBG"
"KNBU","GLENVIEW NAS",-87.8167,42.0833,199,"ASOS","KNBU"
"KNCA","NEW RIVER MC",-77.4408,34.7058,7,"ASOS","KNCA"
"KNEL","LAKEHURST NA",-74.3500,40.0300,31,"ASOS","KNEL"
"KNFG","CAMP PENDLET",-117.3539,33.3047,23,"ASOS","KNFG"
"KNFL","FALLON NAS",-118.6856,39.4322,1199,"ASOS","KNFL"
"KNFW","FORT WORTH N",-97.4333,32.7658,198,"ASOS","KNFW"
"KNGP","CORPUS CHRIS",-97.2917,27.6886,5,"ASOS","KNGP"
"KNGU","NORFOLK NAS/",-76.2958,36.9336,4,"ASOS","KNGU"
"KNGZ","ALAMEDA NAS/",-122.3200,37.7800,4,"ASOS","KNGZ"
"KNHK","PATUXENT RIV",-76.4139,38.2786,12,"ASOS","KNHK"
"KNHZ","BRUNSWICK NA",-69.9350,43.9003,22,"ASOS","KNHZ"
"KNID","CHINA LAKE (",-117.6900,35.6864,696,"ASOS","KNID"
"KNIP","JACKSONVILLE",-81.6747,30.2342,6,"ASOS","KNIP"
"KNJK","EL CENTRO NA",-115.6606,32.8250,-13,"ASOS","KNJK"
"KNKT","CHERRY POINT",-76.8808,34.8978,8,"ASOS","KNKT"
"KNKX","MIRAMAR NAS",-117.1425,32.8683,146,"ASOS","KNKX"
"KNLC","LEMOORE NAS/",-119.9381,36.3036,71,"ASOS","KNLC"
"KNMM","MERIDIAN NAS",-88.5431,32.5464,96,"ASOS","KNMM"
"KNPA","PENSACOLA NA",-87.3233,30.3561,9,"ASOS","KNPA"
"KNQA","MEMPHIS NAS",-89.8703,35.3567,98,"ASOS","KNQA"
"KNQI","KINGSVILLE N",-97.8117,27.5031,15,"ASOS","KNQI"
"KNQX","KEY WEST NAS",-81.6839,24.5794,1,"ASOS","KNQX"
"KNRB","MAYPORT NS",-81.4225,30.3958,5,"ASOS","KNRB"
"KNRS","IMPERIAL BEA",-117.1100,32.5631,7,"ASOS","KNRS"
"KNSE","WHITING FLD",-87.0167,30.7333,60,"ASOS","KNSE"
"KNTD","PT MUGU NAWS",-119.1217,34.1239,3,"ASOS","KNTD"
"KNTK","TUSTIN MCAS",-117.8300,33.7000,17,"ASOS","KNTK"
"KNTU","OCEANA NAS/S",-76.0283,36.8211,6,"ASOS","KNTU"
"KNUC","SAN CLEMENTE",-118.5811,33.0211,55,"ASOS","KNUC"
"KNUQ","MOFFETT NAS/",-122.0481,37.4058,10,"ASOS","KNUQ"
"KNUW","WHIDBEY ISLA",-122.6506,48.3492,14,"ASOS","KNUW"
"KNXX","WILLOW GROVE",-75.1444,40.1931,110,"ASOS","KNXX"
"KNYC","NEW YORK CIT",-73.9667,40.7833,47,"ASOS","KNYC"
"KNYG","QUANTICO MCA",-77.2917,38.5125,3,"ASOS","KNYG"
"KNYL","YUMA MCAS",-114.6061,32.6567,66,"ASOS","KNYL"
"KNZC","CECIL FIELD",-81.8703,30.2122,24,"ASOS","KNZC"
"KNZJ","EL TORO MCAS",-117.7300,33.6700,117,"ASOS","KNZJ"
"KNZW","SOUTH WEYMOU",-70.9300,42.1500,49,"ASOS","KNZW"
"KNZY","NORTH ISLAND",-117.2089,32.6908,7,"ASOS","KNZY"
"KOAJ","JACKSONVILLE",-77.6200,34.8300,29,"ASOS","KOAJ"
"KOAK","OAKLAND",-122.2353,37.7194,1,"ASOS","KOAK"
"KOBE","OKEECHOBEE C",-80.8497,27.2628,10,"ASOS","KOBE"
"KOCF","OCALA MUNI (",-82.2200,29.1700,27,"ASOS","KOCF"
"KOCH","NACOGDOCHES",-94.7200,31.5800,108,"ASOS","KOCH"
"KODO","ODESSA-SCHLE",-102.3917,31.9214,914,"ASOS","KODO"
"KODX","ORD/SHARP FI",-98.9525,41.6242,631,"ASOS","KODX"
"KOEB","COLDWATER",-85.0500,41.9300,292,"ASOS","KOEB"
"KOEO","OSCEOLA",-92.6900,45.3086,275,"ASOS","KOEO"
"KOFF","OFFUTT AFB/B",-95.9200,41.1200,319,"ASOS","KOFF"
"KOFK","NORFOLK/STEF",-97.4369,41.9806,479,"ASOS","KOFK"
"KOFP","RICHMOND (AS",-77.4344,37.7081,62,"ASOS","KOFP"
"KOGA","OGALLALA",-101.7689,41.1197,999,"ASOS","KOGA"
"KOGB","ORANGEBURG",-80.8536,33.4639,60,"ASOS","KOGB"
"KOGD","OGDEN-HINCKL",-112.0164,41.1936,1362,"ASOS","KOGD"
"KOJC","OLATHE/JOHNS",-94.7392,38.8500,334,"ASOS","KOJC"
"KOKB","OCEANSIDE MU",-117.3514,33.2181,9,"ASOS","KOKB"
